"","date","series","value","frequency","series_type","units","source","pub_date","series_id","description","table_title"
"1378",2010-09-30,"Qrtrlytrmmdmninf",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1379",2010-09-30,"Qrtrlywghtdmdnin",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1380",2010-12-31,"Qrtrlyinfltn–org",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1381",2010-12-31,"Quarterlyinflatn",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1382",2010-12-31,"Qrtrlyinfl–eiatc",0.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1383",2010-12-31,"Qrtrlyinfltn–evi",0.4,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1384",2010-12-31,"Qrtrlynn-trdblsi",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1385",2010-12-31,"Qrtrlynn-i–edalf",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1386",2010-12-31,"Qrtrlytrdblsinfl",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1387",2010-12-31,"Qrtrlytrdi–eviat",-0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1388",2010-12-31,"Qrtrlytrmmdmninf",0.4,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1389",2010-12-31,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1390",2011-03-31,"Qrtrlyinfltn–org",1.4,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1391",2011-03-31,"Quarterlyinflatn",1.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1392",2011-03-31,"Qrtrlyinfl–eiatc",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1393",2011-03-31,"Qrtrlyinfltn–evi",1.4,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1394",2011-03-31,"Qrtrlynn-trdblsi",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1395",2011-03-31,"Qrtrlynn-i–edalf",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1396",2011-03-31,"Qrtrlytrdblsinfl",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1397",2011-03-31,"Qrtrlytrdi–eviat",0,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1398",2011-03-31,"Qrtrlytrmmdmninf",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1399",2011-03-31,"Qrtrlywghtdmdnin",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1400",2011-06-30,"Qrtrlyinfltn–org",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1401",2011-06-30,"Quarterlyinflatn",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1402",2011-06-30,"Qrtrlyinfl–eiatc",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1403",2011-06-30,"Qrtrlyinfltn–evi",0.9,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1404",2011-06-30,"Qrtrlynn-trdblsi",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1405",2011-06-30,"Qrtrlynn-i–edalf",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1406",2011-06-30,"Qrtrlytrdblsinfl",1.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1407",2011-06-30,"Qrtrlytrdi–eviat",-0.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1408",2011-06-30,"Qrtrlytrmmdmninf",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1409",2011-06-30,"Qrtrlywghtdmdnin",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1410",2011-09-30,"Qrtrlyinfltn–org",0.4,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1411",2011-09-30,"Quarterlyinflatn",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1412",2011-09-30,"Qrtrlyinfl–eiatc",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1413",2011-09-30,"Qrtrlyinfltn–evi",0.6,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1414",2011-09-30,"Qrtrlynn-trdblsi",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1415",2011-09-30,"Qrtrlynn-i–edalf",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1416",2011-09-30,"Qrtrlytrdblsinfl",-0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1417",2011-09-30,"Qrtrlytrdi–eviat",-0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1418",2011-09-30,"Qrtrlytrmmdmninf",0.4,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1419",2011-09-30,"Qrtrlywghtdmdnin",0.2,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1420",2011-12-31,"Qrtrlyinfltn–org",0.2,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1421",2011-12-31,"Quarterlyinflatn",0.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1422",2011-12-31,"Qrtrlyinfl–eiatc",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1423",2011-12-31,"Qrtrlyinfltn–evi",0,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1424",2011-12-31,"Qrtrlynn-trdblsi",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1425",2011-12-31,"Qrtrlynn-i–edalf",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1426",2011-12-31,"Qrtrlytrdblsinfl",-0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1427",2011-12-31,"Qrtrlytrdi–eviat",-0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1428",2011-12-31,"Qrtrlytrmmdmninf",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1429",2011-12-31,"Qrtrlywghtdmdnin",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1430",2012-03-31,"Qrtrlyinfltn–org",0,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1431",2012-03-31,"Quarterlyinflatn",0,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1432",2012-03-31,"Qrtrlyinfl–eiatc",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1433",2012-03-31,"Qrtrlyinfltn–evi",0.1,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1434",2012-03-31,"Qrtrlynn-trdblsi",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1435",2012-03-31,"Qrtrlynn-i–edalf",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1436",2012-03-31,"Qrtrlytrdblsinfl",-1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1437",2012-03-31,"Qrtrlytrdi–eviat",-0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1438",2012-03-31,"Qrtrlytrmmdmninf",0.4,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1439",2012-03-31,"Qrtrlywghtdmdnin",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1440",2012-06-30,"Qrtrlyinfltn–org",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1441",2012-06-30,"Quarterlyinflatn",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1442",2012-06-30,"Qrtrlyinfl–eiatc",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1443",2012-06-30,"Qrtrlyinfltn–evi",0.5,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1444",2012-06-30,"Qrtrlynn-trdblsi",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1445",2012-06-30,"Qrtrlynn-i–edalf",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1446",2012-06-30,"Qrtrlytrdblsinfl",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1447",2012-06-30,"Qrtrlytrdi–eviat",0,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1448",2012-06-30,"Qrtrlytrmmdmninf",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1449",2012-06-30,"Qrtrlywghtdmdnin",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1450",2012-09-30,"Qrtrlyinfltn–org",1.1,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1451",2012-09-30,"Quarterlyinflatn",1.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1452",2012-09-30,"Qrtrlyinfl–eiatc",1.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1453",2012-09-30,"Qrtrlyinfltn–evi",1.4,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1454",2012-09-30,"Qrtrlynn-trdblsi",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1455",2012-09-30,"Qrtrlynn-i–edalf",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1456",2012-09-30,"Qrtrlytrdblsinfl",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1457",2012-09-30,"Qrtrlytrdi–eviat",0,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1458",2012-09-30,"Qrtrlytrmmdmninf",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1459",2012-09-30,"Qrtrlywghtdmdnin",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1460",2012-12-31,"Qrtrlyinfltn–org",0.4,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1461",2012-12-31,"Quarterlyinflatn",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1462",2012-12-31,"Qrtrlyinfl–eiatc",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1463",2012-12-31,"Qrtrlyinfltn–evi",0.2,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1464",2012-12-31,"Qrtrlynn-trdblsi",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1465",2012-12-31,"Qrtrlynn-i–edalf",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1466",2012-12-31,"Qrtrlytrdblsinfl",-0.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1467",2012-12-31,"Qrtrlytrdi–eviat",-0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1468",2012-12-31,"Qrtrlytrmmdmninf",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1469",2012-12-31,"Qrtrlywghtdmdnin",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1470",2013-03-31,"Qrtrlyinfltn–org",0.4,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1471",2013-03-31,"Quarterlyinflatn",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1472",2013-03-31,"Qrtrlyinfl–eiatc",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1473",2013-03-31,"Qrtrlyinfltn–evi",0.4,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1474",2013-03-31,"Qrtrlynn-trdblsi",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1475",2013-03-31,"Qrtrlynn-i–edalf",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1476",2013-03-31,"Qrtrlytrdblsinfl",-0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1477",2013-03-31,"Qrtrlytrdi–eviat",-0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1478",2013-03-31,"Qrtrlytrmmdmninf",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1479",2013-03-31,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1480",2013-06-30,"Qrtrlyinfltn–org",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1481",2013-06-30,"Quarterlyinflatn",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1482",2013-06-30,"Qrtrlyinfl–eiatc",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1483",2013-06-30,"Qrtrlyinfltn–evi",0.4,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1484",2013-06-30,"Qrtrlynn-trdblsi",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1485",2013-06-30,"Qrtrlynn-i–edalf",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1486",2013-06-30,"Qrtrlytrdblsinfl",0.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1487",2013-06-30,"Qrtrlytrdi–eviat",0.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1488",2013-06-30,"Qrtrlytrmmdmninf",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1489",2013-06-30,"Qrtrlywghtdmdnin",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1490",2013-09-30,"Qrtrlyinfltn–org",1,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1491",2013-09-30,"Quarterlyinflatn",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1492",2013-09-30,"Qrtrlyinfl–eiatc",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
