"","date","series","value","frequency","series_type","units","source","pub_date","series_id","description","table_title"
"407",1986-06-30,"Qrtrlytrdi–eviat",2.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"408",1986-06-30,"Qrtrlytrmmdmninf",2,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"409",1986-06-30,"Qrtrlywghtdmdnin",2.1,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"410",1986-09-30,"Qrtrlyinfltn–org",2.5,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"411",1986-09-30,"Quarterlyinflatn",2.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"412",1986-09-30,"Qrtrlyinfl–eiatc",2.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"413",1986-09-30,"Qrtrlyinfltn–evi",2.6,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"414",1986-09-30,"Qrtrlynn-trdblsi",2.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"415",1986-09-30,"Qrtrlynn-i–edalf",2.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"416",1986-09-30,"Qrtrlytrdblsinfl",2.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"417",1986-09-30,"Qrtrlytrdi–eviat",2.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"418",1986-09-30,"Qrtrlytrmmdmninf",2.3,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"419",1986-09-30,"Qrtrlywghtdmdnin",2.2,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"420",1986-12-31,"Qrtrlyinfltn–org",2.8,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"421",1986-12-31,"Quarterlyinflatn",2.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"422",1986-12-31,"Qrtrlyinfl–eiatc",2.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"423",1986-12-31,"Qrtrlyinfltn–evi",2.8,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"424",1986-12-31,"Qrtrlynn-trdblsi",2.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"425",1986-12-31,"Qrtrlynn-i–edalf",2.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"426",1986-12-31,"Qrtrlytrdblsinfl",3.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"427",1986-12-31,"Qrtrlytrdi–eviat",3.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"428",1986-12-31,"Qrtrlytrmmdmninf",2.4,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"429",1986-12-31,"Qrtrlywghtdmdnin",2.4,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"430",1987-03-31,"Qrtrlyinfltn–org",2,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"431",1987-03-31,"Quarterlyinflatn",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"432",1987-03-31,"Qrtrlyinfl–eiatc",2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"433",1987-03-31,"Qrtrlyinfltn–evi",2,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"434",1987-03-31,"Qrtrlynn-trdblsi",2.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"435",1987-03-31,"Qrtrlynn-i–edalf",2.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"436",1987-03-31,"Qrtrlytrdblsinfl",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"437",1987-03-31,"Qrtrlytrdi–eviat",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"438",1987-03-31,"Qrtrlytrmmdmninf",2,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"439",1987-03-31,"Qrtrlywghtdmdnin",2.1,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"440",1987-06-30,"Qrtrlyinfltn–org",1.8,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"441",1987-06-30,"Quarterlyinflatn",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"442",1987-06-30,"Qrtrlyinfl–eiatc",2.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"443",1987-06-30,"Qrtrlyinfltn–evi",1.5,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"444",1987-06-30,"Qrtrlynn-trdblsi",2.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"445",1987-06-30,"Qrtrlynn-i–edalf",2.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"446",1987-06-30,"Qrtrlytrdblsinfl",1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"447",1987-06-30,"Qrtrlytrdi–eviat",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"448",1987-06-30,"Qrtrlytrmmdmninf",1.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"449",1987-06-30,"Qrtrlywghtdmdnin",2,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"450",1987-09-30,"Qrtrlyinfltn–org",1.5,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"451",1987-09-30,"Quarterlyinflatn",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"452",1987-09-30,"Qrtrlyinfl–eiatc",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"453",1987-09-30,"Qrtrlyinfltn–evi",1.7,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"454",1987-09-30,"Qrtrlynn-trdblsi",2.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"455",1987-09-30,"Qrtrlynn-i–edalf",2.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"456",1987-09-30,"Qrtrlytrdblsinfl",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"457",1987-09-30,"Qrtrlytrdi–eviat",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"458",1987-09-30,"Qrtrlytrmmdmninf",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"459",1987-09-30,"Qrtrlywghtdmdnin",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"460",1987-12-31,"Qrtrlyinfltn–org",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"461",1987-12-31,"Quarterlyinflatn",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"462",1987-12-31,"Qrtrlyinfl–eiatc",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"463",1987-12-31,"Qrtrlyinfltn–evi",1.7,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"464",1987-12-31,"Qrtrlynn-trdblsi",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"465",1987-12-31,"Qrtrlynn-i–edalf",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"466",1987-12-31,"Qrtrlytrdblsinfl",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"467",1987-12-31,"Qrtrlytrdi–eviat",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"468",1987-12-31,"Qrtrlytrmmdmninf",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"469",1987-12-31,"Qrtrlywghtdmdnin",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"470",1988-03-31,"Qrtrlyinfltn–org",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"471",1988-03-31,"Quarterlyinflatn",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"472",1988-03-31,"Qrtrlyinfl–eiatc",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"473",1988-03-31,"Qrtrlyinfltn–evi",1.7,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"474",1988-03-31,"Qrtrlynn-trdblsi",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"475",1988-03-31,"Qrtrlynn-i–edalf",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"476",1988-03-31,"Qrtrlytrdblsinfl",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"477",1988-03-31,"Qrtrlytrdi–eviat",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"478",1988-03-31,"Qrtrlytrmmdmninf",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"479",1988-03-31,"Qrtrlywghtdmdnin",1.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"480",1988-06-30,"Qrtrlyinfltn–org",1.9,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"481",1988-06-30,"Quarterlyinflatn",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"482",1988-06-30,"Qrtrlyinfl–eiatc",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"483",1988-06-30,"Qrtrlyinfltn–evi",1.9,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"484",1988-06-30,"Qrtrlynn-trdblsi",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"485",1988-06-30,"Qrtrlynn-i–edalf",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"486",1988-06-30,"Qrtrlytrdblsinfl",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"487",1988-06-30,"Qrtrlytrdi–eviat",2.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"488",1988-06-30,"Qrtrlytrmmdmninf",1.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"489",1988-06-30,"Qrtrlywghtdmdnin",1.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"490",1988-09-30,"Qrtrlyinfltn–org",2,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"491",1988-09-30,"Quarterlyinflatn",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"492",1988-09-30,"Qrtrlyinfl–eiatc",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"493",1988-09-30,"Qrtrlyinfltn–evi",1.8,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"494",1988-09-30,"Qrtrlynn-trdblsi",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"495",1988-09-30,"Qrtrlynn-i–edalf",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"496",1988-09-30,"Qrtrlytrdblsinfl",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"497",1988-09-30,"Qrtrlytrdi–eviat",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"498",1988-09-30,"Qrtrlytrmmdmninf",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"499",1988-09-30,"Qrtrlywghtdmdnin",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"500",1988-12-31,"Qrtrlyinfltn–org",1.8,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"501",1988-12-31,"Quarterlyinflatn",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"502",1988-12-31,"Qrtrlyinfl–eiatc",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"503",1988-12-31,"Qrtrlyinfltn–evi",2,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"504",1988-12-31,"Qrtrlynn-trdblsi",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"505",1988-12-31,"Qrtrlynn-i–edalf",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"506",1988-12-31,"Qrtrlytrdblsinfl",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"507",1988-12-31,"Qrtrlytrdi–eviat",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"508",1988-12-31,"Qrtrlytrmmdmninf",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"509",1988-12-31,"Qrtrlywghtdmdnin",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"510",1989-03-31,"Qrtrlyinfltn–org",1,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"511",1989-03-31,"Quarterlyinflatn",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"512",1989-03-31,"Qrtrlyinfl–eiatc",1.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"513",1989-03-31,"Qrtrlyinfltn–evi",1,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"514",1989-03-31,"Qrtrlynn-trdblsi",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"515",1989-03-31,"Qrtrlynn-i–edalf",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"516",1989-03-31,"Qrtrlytrdblsinfl",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"517",1989-03-31,"Qrtrlytrdi–eviat",1.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"518",1989-03-31,"Qrtrlytrmmdmninf",1.3,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"519",1989-03-31,"Qrtrlywghtdmdnin",1.3,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"520",1989-06-30,"Qrtrlyinfltn–org",2.7,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"521",1989-06-30,"Quarterlyinflatn",2.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"522",1989-06-30,"Qrtrlyinfl–eiatc",1.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
